15,23,0,0,6,0,0,0,0,0,0,16,19,0,0,22,7,14,2,17,1,0,0,13,0,0,0,13,10,0,6,15,0,20,0,3,0,21,0,4,16,0,24,11,0,7,14,2,0,0,0,2,17,22,0,0,9,25,0,0,0,20,0,0,0,0,21,0,0,3,0,0,0,8,0,0,0,16,19,24,14,0,0,0,7,13,10,0,0,25,12,6,0,23,20,5,0,3,18,0,4,0,0,0,5,24,11,0,16,19,0,0,0,14,2,0,1,9,25,13,6,15,0,20,12,1,9,0,13,0,12,6,15,23,20,0,0,0,0,0,0,0,19,24,0,22,0,0,2,0,7,14,0,0,0,0,0,9,25,0,15,23,20,12,0,0,18,21,0,4,0,19,24,11,0,0,11,8,16,0,0,0,2,17,22,0,0,10,1,9,0,0,6,0,23,0,5,4,3,0,0,4,3,0,21,0,24,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,23,20,0,0,23,20,12,0,0,4,3,18,11,0,16,0,24,17,0,0,0,0,0,1,0,0,13,21,0,0,3,18,16,0,24,0,0,0,2,17,22,0,0,13,10,0,9,0,12,6,15,23,12,0,15,0,20,0,0,5,4,0,0,0,8,0,0,2,0,22,7,0,0,0,0,0,25,0,1,0,25,0,0,12,6,0,23,0,4,3,0,21,0,8,16,19,24,17,0,7,14,0,22,0,0,0,17,0,10,1,0,0,6,0,23,20,0,4,0,18,0,0,0,16,19,0,0,19,24,11,8,0,22,7,0,0,17,0,0,13,0,1,0,20,0,6,0,0,21,0,0,3,0,0,0,0,25,0,20,0,0,0,21,0,4,0,0,0,0,0,0,19,0,0,0,7,0,0,22,0,0,0,25,13,0,1,0,12,0,15,23,20,5,0,3,0,0,11,0,0,0,0,16,0,24,0,8,0,22,0,0,0,0,0,25,0,0,0,0,0,0,0,0,18,21,5,0,0,0,0,4,0,0,0,0,0,0,7,14,0,17,0,9,0,0,10,1,0,20,0,6,0,0,12,0,0,0,0,18,0,5,0,0,0,0,8,0,14,0,0,0,0,0,13,10,0,0,0,0,0,6,15,4,3,18,21,5,0,0,0,11,0,7,14,0,0,22,0,0,0,10,1,0,13,0,1,9,15,0,0,0,6,18,21,5,0,0,0,0,0,8,16,0,2,0,22,7,2,0,0,7,14,9,25,13,0,0,0,0,0,15,0,0,0,0,3,0,0,0,8,0,0,0,16,19,0,11,0,0,0,0,14,10,0,0,25,0,6,15,23,0,0,0,0,18,0,0,0,0,21,0,4,11,8,0,19,24,0,7,14,0,17,0,0,0,0,0,0,0,20,12,6
0,4,0,18,0,0,0,13,0,10,0,0,21,0,0,17,0,19,0,6,1,0,0,0,22,0,0,0,0,12,20,7,0,21,0,0,19,23,6,0,0,0,0,1,8,0,0,4,0,18,2,0,7,0,0,17,5,0,23,0,0,0,1,0,16,4,14,18,0,25,0,10,15,24,0,0,0,5,19,23,16,3,22,1,8,14,18,0,0,4,15,0,0,12,10,21,2,20,0,9,0,16,3,22,1,0,0,0,0,0,0,0,12,0,15,0,7,0,0,2,23,0,17,5,0,0,24,18,11,25,0,13,0,0,0,0,21,0,20,5,0,19,0,0,17,8,0,14,0,0,0,0,0,12,0,5,9,0,2,0,0,23,6,17,3,0,0,0,0,0,25,0,24,18,11,20,0,0,21,0,0,0,0,6,17,0,0,0,16,14,0,18,0,25,4,0,15,7,0,0,0,0,19,23,0,0,0,0,0,0,18,11,25,0,0,7,0,0,10,15,2,20,0,9,0,0,0,22,0,8,24,0,0,25,4,0,0,10,0,7,0,0,21,0,0,6,0,3,19,23,14,18,0,0,0,0,0,25,0,24,12,10,0,7,0,19,0,0,0,0,0,3,0,0,6,0,13,11,0,0,0,0,0,15,0,0,2,20,0,0,22,0,6,17,3,0,0,18,1,8,0,9,0,10,0,19,21,0,0,0,0,0,0,3,22,18,1,0,16,14,4,24,0,11,0,5,19,0,2,20,0,23,6,17,3,1,8,0,0,0,0,0,25,0,0,15,0,9,12,0,0,22,0,0,17,0,1,8,16,14,0,25,4,24,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,16,0,18,0,0,0,0,12,21,10,0,7,9,0,19,0,0,20,0,0,0,0,14,12,0,0,0,0,10,15,7,9,21,0,0,0,0,19,3,22,1,0,17,0,0,0,4,24,21,10,15,7,9,0,20,5,0,23,0,6,0,0,0,14,0,0,8,0,0,21,0,0,7,23,0,20,0,0,0,17,0,22,0,0,0,16,14,18,24,13,12,0,0,19,0,2,0,0,0,0,0,3,22,8,0,14,18,0,0,25,0,24,0,0,0,0,0,0,0,0,0,0,9,6,0,5,19,0,17,0,0,0,8,25,0,0,0,11,13,12,0,4,0,23,0,20,0,0,0,0,0,22,0,0,0,0,0,25,0,4,24,0,0,0,21,2,0,7,0,0,17,0,0,0,16,14,18,11,4,0,13,12,10,0,0,0,0,0,19,0,6,20,0,0,25,16,0,0,0,0,24,13,12,15,0,9,0,2,6,20,5,0,0,0,1,8,17,0,0,10,0,24,13,2,0,7,0,0,0,5,0,23,0,0,0,3,22,0,0,11,0,16,0
21,2,12,20,13,5,6,0,3,0,0,0,0,0,0,22,0,0,23,0,9,24,7,16,8,17,0,0,0,6,0,4,0,0,0,18,10,0,11,0,0,0,0,9,24,0,2,0,0,0,0,15,1,14,4,0,0,23,11,0,0,0,9,24,7,0,0,0,0,2,0,0,0,0,6,23,0,0,0,0,0,8,0,0,7,20,13,0,0,12,25,0,0,17,3,0,0,0,14,0,0,24,7,16,0,20,13,0,0,0,0,0,17,0,25,1,0,0,0,15,0,0,0,18,0,0,12,0,0,9,13,21,2,25,0,6,17,0,1,0,14,4,19,15,0,0,7,18,10,0,2,25,20,0,0,6,0,0,0,0,4,0,15,22,0,0,0,0,0,0,0,0,16,0,9,0,1,5,0,17,0,0,15,22,0,0,0,0,7,18,16,8,0,24,0,0,0,20,13,0,0,22,0,4,19,10,0,0,0,0,8,9,24,0,0,0,0,0,0,0,3,1,0,0,17,0,7,0,10,0,0,9,0,0,0,0,21,2,0,0,5,0,0,3,1,0,0,0,0,19,25,5,13,21,0,0,0,0,0,6,19,15,22,18,4,10,0,11,0,0,12,20,0,9,24,1,14,0,17,3,19,15,22,0,0,23,11,0,16,0,8,0,0,12,0,0,0,13,21,0,22,0,4,19,0,0,11,7,0,0,0,24,0,0,8,13,21,2,0,0,1,0,0,17,0,0,16,0,0,0,9,24,0,0,8,0,0,25,5,0,6,0,3,0,14,22,18,0,19,0,0,20,8,0,0,21,0,0,5,13,0,3,0,0,6,4,19,0,0,0,0,0,0,0,11,0,0,19,15,22,11,0,0,8,23,0,0,20,13,9,0,2,0,5,0,0,0,0,3,1,0,0,23,11,0,0,0,0,13,0,0,0,0,6,21,0,0,0,0,4,18,10,0,0,22,20,0,0,24,0,0,25,0,0,21,3,0,14,4,0,0,15,0,18,10,16,0,0,11,0,0,0,0,0,25,3,1,0,0,17,15,22,0,0,0,0,11,0,16,0,20,13,9,24,12,0,0,0,3,1,0,22,18,0,19,0,0,16,8,0,9,0,0,0,0,5,0,0,0,25,10,23,0,0,0,7,0,0,0,11,12,20,0,0,0,2,0,5,0,0,0,19,0,0,0,0,9,11,7,16,0,0,0,21,24,25,0,6,0,0,3,0,14,4,0,10,0,15,22,0,13,0,24,0,0,25,0,6,17,0,1,14,4,19,0,0,22,18,0,0,0,0,11,7,16,0,17,0,0,5,0,14,4,0,3,22,18,10,23,15,0,0,0,8,9,0,0,0,12,0,0,19,0,1,0,22,18,0,0,15,0,0,0,0,0,0,0,20,0,0,0,0,0,0,5
22,0,0,21,4,18,6,8,0,0,0,9,11,0,0,13,10,0,0,15,0,0,5,0,0,7,0,5,23,0,22,0,3,0,0,0,0,14,0,6,1,0,0,24,17,16,25,0,13,10,0,16,0,0,0,20,0,0,5,23,0,0,21,4,0,6,8,2,0,18,0,11,0,17,1,1,9,0,0,17,0,0,16,25,0,0,0,5,0,20,0,0,0,21,0,0,2,14,0,0,6,0,2,14,18,17,1,0,0,24,0,16,0,15,0,0,7,0,0,0,19,3,0,0,0,13,0,16,25,15,0,0,7,0,0,0,19,0,21,0,18,0,8,2,14,0,9,11,24,17,17,0,0,0,24,15,0,0,16,0,20,7,12,5,23,4,22,0,3,0,0,8,0,14,18,18,0,8,2,0,0,17,0,0,11,0,10,0,0,15,0,20,7,0,5,0,0,0,21,4,4,0,0,0,0,14,0,6,0,2,17,1,0,0,0,0,0,0,0,25,0,7,0,0,0,0,0,0,5,23,0,0,19,3,21,0,0,0,0,0,0,1,9,0,0,10,0,25,0,0,15,13,0,0,25,5,0,20,0,12,0,22,0,0,0,14,18,0,0,2,0,0,0,11,24,24,0,0,0,0,25,0,0,0,0,23,20,7,12,0,21,0,0,0,0,0,0,0,0,14,0,0,6,0,2,11,0,0,0,0,0,13,10,0,25,0,23,20,0,12,0,22,19,0,0,0,0,0,0,3,0,0,18,0,0,24,0,1,0,0,0,15,0,0,16,23,0,0,12,0,0,20,7,0,0,21,4,0,0,0,18,6,8,0,14,24,0,0,0,0,0,10,0,0,15,2,14,18,0,0,0,11,24,17,0,0,0,0,10,0,12,5,0,0,0,0,0,0,0,3,3,21,0,22,0,0,0,14,0,0,0,0,0,0,0,16,0,0,0,0,5,0,0,7,12,0,0,0,0,0,0,21,4,0,0,14,0,0,0,0,11,0,0,0,9,15,0,10,16,25,25,0,0,0,16,0,0,23,0,0,21,0,0,19,0,0,0,0,0,8,24,0,1,0,0,11,24,0,1,0,16,0,15,0,10,5,0,20,0,12,3,21,4,0,19,0,0,6,8,0,12,5,23,0,7,19,3,0,4,0,2,14,18,0,8,0,11,0,0,1,0,0,13,10,0,0,25,15,13,10,7,12,5,0,0,3,0,4,0,19,0,2,0,18,6,0,0,17,0,9,0,11,0,0,1,10,16,25,0,0,12,0,0,20,0,19,0,0,0,0,0,14,18,6,8,0,0,0,0,0,0,9,0,24,17,16,25,0,0,10,7,0,0,0,20,3,21,0,22,0,0,3,0,4,0,0,8,0,0,0,0,11,24,17,1,0,16,25,15,13,0,0,23,20,7
13,0,22,0,14,0,18,1,16,0,0,0,0,21,0,4,0,0,0,25,0,0,3,0,17,0,18,0,16,0,21,7,19,2,0,0,0,0,4,0,3,15,0,12,0,8,0,13,0,22,0,0,19,0,11,0,9,10,0,0,17,0,0,0,0,13,6,0,0,14,16,24,23,0,0,4,9,10,20,25,3,0,17,12,0,0,0,0,0,0,23,0,0,0,24,0,11,0,7,19,0,15,0,0,5,13,0,22,8,0,1,0,24,23,18,21,7,0,2,0,0,25,4,0,0,6,0,16,0,13,0,0,2,0,0,0,11,21,7,19,0,0,12,0,4,0,0,0,0,0,18,0,0,0,0,0,0,20,11,21,12,25,4,0,0,15,0,8,5,3,0,13,0,0,0,7,19,0,0,0,0,0,0,0,0,8,5,3,0,0,6,0,16,14,0,24,0,18,1,0,9,10,0,25,0,15,17,8,5,3,16,14,0,0,0,0,1,2,0,0,11,0,7,0,20,15,0,0,5,0,0,22,16,0,13,0,0,0,18,1,0,0,20,0,0,0,0,9,0,0,0,16,24,0,0,1,0,11,23,0,25,21,7,0,20,10,0,0,4,9,3,15,0,0,14,1,0,0,23,18,0,20,25,21,7,0,0,0,0,0,17,8,14,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,9,0,3,15,17,0,22,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,8,0,0,0,24,13,6,22,16,0,0,0,0,0,0,7,0,20,0,17,8,14,0,0,0,0,24,0,0,11,0,0,0,0,0,0,25,21,7,0,0,0,0,0,16,0,23,0,22,2,0,21,0,0,0,7,19,20,25,12,5,3,0,10,0,0,0,14,0,2,11,21,0,1,0,0,0,0,0,3,0,0,12,0,0,0,0,0,17,0,22,0,0,0,0,25,0,7,19,12,5,0,9,10,13,15,17,0,14,0,24,0,6,0,18,0,2,0,0,0,5,3,9,10,8,14,13,0,17,0,0,22,0,24,0,0,21,18,0,7,19,20,25,0,8,14,0,15,0,16,0,0,6,0,0,0,1,0,11,20,0,0,0,19,9,10,0,0,0,0,0,0,0,0,0,3,0,10,0,6,17,0,0,0,0,23,0,22,0,0,0,0,21,0,0,0,15,0,0,14,0,0,0,8,18,0,0,0,0,0,0,7,1,2,19,0,25,0,9,0,13,0,0,0,24,0,18,0,16,0,0,2,11,21,0,4,0,0,0,0,12,0,0,15,0,23,0,0,0,0,0,7,1,2,9,19,20,0,0,5,3,0,0,0,17,0,0,13,6,11,0,0,0,0,0,0,0,0,20,0,10,0,5,0,14,13,6,0,8,22,16,0,0,0
17,16,24,18,11,0,0,0,0,0,9,0,25,0,8,19,1,0,0,0,0,2,0,3,0,0,6,0,0,3,17,0,0,18,11,5,22,0,14,0,0,9,0,0,0,0,20,4,19,0,0,0,21,20,0,0,13,0,2,0,0,0,0,0,0,14,10,5,0,0,9,7,25,0,0,0,8,9,0,0,4,19,1,21,20,0,23,3,13,0,16,24,18,0,0,10,0,0,15,14,0,0,10,5,0,25,12,8,9,0,21,0,4,0,1,0,6,2,23,0,24,0,11,0,0,0,0,8,0,0,0,4,0,0,21,6,0,23,0,13,17,0,0,0,11,14,0,5,0,15,0,0,0,0,5,7,25,0,8,0,0,21,20,0,19,3,0,6,0,0,16,24,0,0,17,11,0,16,0,0,0,0,15,14,0,8,0,0,0,12,0,0,1,0,0,0,6,2,23,0,0,0,0,2,23,11,17,0,0,18,0,0,22,15,0,0,0,0,0,25,1,0,0,0,0,4,19,1,0,20,23,3,0,0,0,24,0,0,17,0,15,0,0,5,0,0,9,7,0,0,18,0,0,0,0,10,0,22,0,14,12,0,9,0,25,20,0,19,0,0,0,0,6,0,0,23,3,13,0,0,0,0,0,0,24,0,10,5,22,15,25,0,8,0,7,0,1,0,0,0,20,4,19,0,21,2,0,0,0,6,16,0,0,11,17,0,0,0,0,5,0,8,0,0,0,0,25,0,0,9,21,20,0,19,1,13,0,2,23,0,0,0,0,24,0,15,0,10,0,0,5,0,0,14,10,9,7,0,0,0,0,1,21,0,4,23,0,13,6,0,0,0,24,18,0,0,18,11,17,16,14,10,5,0,15,0,0,0,0,7,21,20,0,0,0,23,0,13,0,0,2,0,0,0,6,0,0,11,0,16,15,14,0,0,22,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,6,2,23,0,0,0,0,24,18,11,5,0,15,14,0,25,0,0,0,0,9,0,25,12,0,1,0,0,4,19,0,0,6,0,0,0,0,17,0,0,22,0,0,10,5,10,0,22,0,14,0,0,0,0,12,4,0,1,21,0,2,23,0,13,0,11,0,16,24,18,16,0,0,11,17,0,14,0,5,22,7,0,0,8,9,0,0,20,4,19,2,23,0,13,0,6,0,0,0,0,16,24,0,0,17,22,0,0,10,0,0,0,25,12,8,0,4,19,1,0,0,21,0,0,19,0,6,0,0,3,0,0,0,24,18,0,0,0,0,0,7,0,0,8,0,0,9,7,25,12,0,0,0,20,0,23,0,0,0,0,0,18,0,0,16,5,0,0,0,10,14,10,0,0,15,12,8,0,7,0,20,0,0,0,21,6,2,0,3,0,18,0,0,0,0
0,0,20,0,0,4,0,0,0,0,16,24,0,0,0,0,0,0,0,0,22,0,0,11,2,25,0,0,0,15,0,1,0,0,0,0,21,0,0,4,0,0,0,24,0,0,13,9,14,0,9,0,0,23,0,15,25,11,2,22,0,0,0,6,5,18,0,12,21,8,0,19,0,0,24,16,0,0,0,0,9,14,0,0,13,0,2,22,0,25,5,0,3,0,6,18,4,0,0,8,0,0,0,0,0,0,0,0,7,19,14,10,0,0,0,15,0,11,0,22,6,5,1,3,0,5,1,3,20,0,18,4,0,21,8,17,0,24,0,0,0,13,9,14,0,0,0,0,25,11,0,0,0,2,0,6,0,0,0,0,4,0,21,0,0,0,19,0,0,24,10,23,13,0,0,13,0,14,10,23,22,0,25,11,0,0,1,0,0,6,0,0,4,12,0,0,7,0,17,16,17,0,24,7,0,0,0,0,10,23,25,0,0,22,15,0,0,0,3,0,0,0,0,12,21,4,12,0,8,0,0,0,16,24,0,9,14,0,0,0,22,0,0,0,2,0,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,10,23,13,9,14,11,0,0,15,25,22,0,25,11,0,20,0,5,1,3,18,0,0,0,8,0,7,19,0,16,0,10,23,0,9,0,0,9,0,10,2,0,15,0,0,6,0,0,3,0,21,0,0,4,0,16,0,7,0,17,0,17,0,24,0,0,13,9,0,0,15,0,0,0,22,0,0,0,1,0,0,8,18,4,12,18,4,0,0,0,0,19,0,0,0,13,0,14,0,0,2,0,0,0,11,3,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,12,21,0,18,0,8,0,0,0,21,0,0,19,17,0,0,0,0,14,10,11,2,0,15,0,1,0,20,0,0,0,6,0,1,3,0,8,18,0,12,7,0,0,0,24,0,10,0,13,9,25,11,2,0,0,0,0,0,0,11,0,20,6,0,1,0,18,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,2,0,0,0,20,0,0,0,3,0,0,0,0,0,17,0,24,0,0,0,0,0,5,1,0,0,8,0,0,24,7,0,17,0,0,0,10,23,0,15,0,0,2,0,0,2,0,0,25,1,0,0,0,5,0,8,0,4,12,17,16,24,0,19,0,0,0,0,0,14,0,23,0,0,0,11,0,22,0,3,0,0,0,1,4,0,21,0,18,19,0,16,0,7,24,7,19,17,0,14,0,0,0,9,0,22,15,25,0,1,0,0,0,5,4,0,0,8,18,21,0,0,4,12,0,0,7,0,17,10,23,0,0,0,25,11,2,0,15,0,0,3,0,6
8,0,0,0,11,3,22,0,10,0,12,0,18,0,0,1,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,15,7,0,1,23,0,0,17,4,2,0,0,0,0,0,19,12,0,0,25,0,7,0,1,23,17,4,2,14,0,0,0,16,13,6,3,0,9,10,24,0,0,0,20,0,17,4,2,0,0,16,13,0,11,8,0,0,0,22,0,12,0,0,0,0,0,17,0,0,14,0,13,0,11,0,3,0,9,10,24,25,0,0,21,0,0,7,0,0,23,0,0,9,0,0,21,0,0,0,0,0,20,1,23,0,5,0,0,2,0,0,0,11,0,0,0,0,18,25,0,0,0,0,23,17,4,0,0,0,0,8,3,13,6,11,22,0,0,0,0,17,0,20,0,0,4,0,0,0,0,13,6,11,8,0,0,0,0,9,0,21,0,25,19,15,16,4,0,0,5,0,6,0,0,0,22,0,0,24,12,0,15,21,0,25,0,0,1,0,0,3,0,0,0,0,22,0,10,0,0,0,18,0,19,0,0,17,0,0,0,4,0,0,0,16,0,0,0,0,0,6,0,0,0,22,0,0,24,12,21,0,7,0,0,0,20,0,23,17,4,22,0,0,8,0,0,0,0,12,0,0,0,19,15,7,0,4,0,1,0,0,0,5,16,0,21,9,10,0,0,0,25,0,15,7,0,0,23,17,0,0,13,2,14,0,0,0,8,3,0,0,18,25,0,0,0,1,0,0,4,0,14,0,16,0,3,0,6,0,8,9,0,24,12,0,0,0,0,23,17,0,14,5,0,13,6,11,0,0,22,0,0,0,0,24,18,25,0,0,0,0,14,5,16,13,11,8,0,0,9,0,24,0,21,0,0,0,25,0,0,1,0,17,4,2,0,0,8,0,0,0,24,12,21,18,0,19,15,7,20,4,0,0,23,0,14,0,0,13,0,0,10,24,12,0,25,0,15,0,20,0,0,17,0,0,13,6,0,0,0,11,0,3,22,0,0,0,19,0,0,0,0,0,0,2,14,0,16,0,6,22,0,0,0,0,10,0,0,0,18,2,0,23,0,0,14,5,0,0,6,0,0,0,0,0,21,18,0,24,0,25,19,15,0,0,1,19,0,7,0,0,17,4,0,0,5,0,13,0,0,0,0,0,0,22,24,0,21,0,0,0,23,17,0,0,5,16,0,0,11,0,0,0,9,10,18,25,0,0,0,0,15,7,0,1,11,5,16,0,6,8,3,22,0,10,0,0,0,0,0,20,1,19,0,7,0,17,4,2,0,10,0,3,22,9,0,0,0,18,0,19,15,0,0,0,2,14,0,0,0,0,0,0,6,11,25,0,0,21,18,0,0,7,20,0,23,0,0,2,14,6,0,5,16,0,0,0,22,0,0
19,18,0,0,25,0,10,9,5,0,0,0,0,23,4,0,0,17,0,13,14,12,0,22,0,0,0,10,9,0,0,21,23,0,6,7,0,0,0,0,0,0,0,0,12,19,0,8,20,25,6,0,21,0,0,13,0,0,17,7,0,0,0,0,0,8,20,25,0,18,0,3,0,9,0,7,0,16,0,0,0,0,22,0,0,0,0,0,0,0,0,9,0,1,0,6,11,21,0,4,0,0,0,22,0,18,8,20,0,0,0,3,10,0,5,21,0,0,6,0,0,0,16,24,0,0,16,22,0,0,2,20,0,14,12,0,8,0,25,0,0,0,1,3,10,11,0,24,0,0,12,2,0,15,14,8,0,0,19,0,0,0,0,0,0,0,4,6,11,21,0,0,22,17,0,0,8,0,25,19,0,0,0,0,3,11,0,24,4,6,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,4,6,11,13,16,22,17,0,20,15,0,0,0,0,0,9,25,0,0,0,24,4,0,0,22,17,7,13,0,2,20,15,14,0,0,0,18,0,0,10,23,0,1,0,9,5,19,18,0,4,1,0,10,0,24,17,0,0,0,0,0,16,22,2,0,25,14,12,10,0,0,0,3,24,17,0,11,0,0,0,0,7,13,0,0,12,2,20,8,9,0,19,0,21,0,0,6,11,0,15,0,0,16,2,0,0,14,0,0,0,0,8,9,0,23,4,0,3,0,0,0,0,13,0,25,0,0,0,0,0,5,19,18,4,0,0,0,23,0,24,0,6,0,0,20,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,24,17,7,0,0,15,14,13,16,0,0,0,0,12,0,0,18,8,9,5,0,0,6,0,10,0,0,14,0,16,25,19,0,0,0,0,0,0,18,0,0,3,10,0,0,0,17,0,0,0,20,0,0,0,2,5,0,18,0,0,0,4,6,3,0,0,11,0,24,17,22,0,14,13,0,0,0,1,0,0,4,0,0,10,0,24,17,7,0,0,0,13,16,22,0,20,25,0,12,2,23,4,0,3,10,0,7,11,0,24,0,15,14,0,16,19,12,2,0,0,0,5,0,18,8,15,0,12,16,22,0,0,2,20,0,0,0,3,8,0,0,0,0,0,6,17,7,13,0,0,0,19,18,0,20,0,0,0,9,0,0,0,0,10,23,0,0,0,0,0,0,14,0,0,0,5,1,3,8,0,6,0,0,0,0,0,0,0,21,0,0,0,0,15,14,25,19,0,2,20,0,0,0,0,0,7,13,0,24,0,15,14,0,0,22,18,2,0,25,0,0,0,0,8,0,17,7,0,0,0,0,12,16,22,15,0,19,0,2,20,0,0,9,0,0,0,6,11,10,23
0,14,0,5,15,0,25,18,1,6,19,0,4,0,0,0,0,23,0,3,17,20,0,22,0,0,20,0,0,12,15,0,0,0,0,2,25,18,1,6,0,0,7,0,19,0,10,0,0,0,3,10,0,23,0,0,17,20,0,22,0,13,14,0,0,25,18,0,0,2,19,0,4,0,0,0,0,7,0,0,0,10,24,23,8,0,20,0,22,12,0,9,0,15,13,0,18,1,6,0,0,0,0,6,2,19,21,4,0,16,3,0,0,0,0,0,11,0,0,0,13,0,9,5,15,0,21,4,0,16,8,0,0,0,0,12,17,0,11,0,0,0,9,0,15,0,25,18,0,6,2,0,18,0,6,0,19,0,0,7,8,0,0,24,0,0,20,0,22,12,0,0,0,0,0,15,13,0,9,5,6,0,0,0,0,16,0,21,4,7,0,0,0,0,8,0,17,0,11,0,0,17,20,0,22,5,0,13,14,0,0,2,0,0,1,0,0,4,0,0,8,0,0,24,0,8,3,10,0,0,0,0,17,0,0,0,15,13,14,9,0,0,18,0,6,16,19,21,0,0,0,0,0,0,24,0,22,0,17,0,0,0,15,0,0,6,2,0,0,0,0,0,0,21,4,0,19,0,0,7,0,0,3,10,0,22,0,0,20,11,0,0,0,0,0,6,0,0,0,0,6,0,25,0,1,7,0,0,0,4,0,0,3,0,0,0,0,20,0,22,0,15,0,14,9,0,0,0,0,9,0,0,2,0,0,7,16,0,0,0,8,0,10,0,23,0,12,0,20,0,0,12,17,0,11,9,0,15,0,0,0,0,2,0,18,0,19,0,0,0,0,0,0,0,0,7,0,0,0,4,24,23,0,0,0,0,22,12,17,20,5,0,13,14,0,1,6,2,0,18,1,6,0,0,18,4,7,0,19,21,24,23,0,0,10,0,12,0,0,0,0,5,15,13,0,0,5,0,0,0,0,1,6,0,25,4,0,0,19,21,0,8,0,0,0,11,0,0,0,0,11,0,0,17,0,14,9,5,0,0,18,0,0,2,0,0,16,0,21,0,0,23,0,3,0,0,23,0,0,10,20,0,0,12,0,0,9,0,15,0,0,0,2,25,0,0,0,0,19,21,0,11,22,0,0,13,14,0,0,15,25,18,1,6,0,4,0,16,0,0,10,0,23,8,0,10,0,23,0,3,0,20,0,22,12,13,14,0,0,0,18,0,0,0,25,0,4,0,16,19,0,0,0,19,0,0,24,0,0,3,20,0,0,0,17,9,0,15,0,0,18,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,8,0,0,0,0,17,20,0,0,0,15,13,14,0,5,15,0,0,0,1,0,2,21,0,0,0,0,24,0,0,3,0,0,11,22,12,0
